distrito,ano,concelho,data,hora,mortos,feridos_graves,via,km,natureza,source_file
Lisboa,2009,Lisboa,2009-11-21,02:47,0,3,Av. Alm. Gago Coutinho,,Colisão lat. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,Lisboa,2009-12-19,02:45,0,1,Rua Alexandre Herculano 43,,Colisão lat. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,Lisboa,2009-07-01,13:30,0,1,Avenida Brasília,,Colisão com outras situações,Lisboa 2009.pdf
Lisboa,2009,Lisboa,2009-07-07,16:45,0,1,Avenida 24 de Julho 148,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Lisboa,2009-07-12,01:10,0,1,Avenida Almirante Reis n.o 65,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Lisboa,2009-09-04,17:45,0,1,Rua Possidónio da Silva 81,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Lisboa,2009-11-27,16:25,0,4,Avenida da Liberdade,,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,Lisboa,2009-09-13,00:30,0,1,Avenida Brasília,,Atropelamento c/fuga,Lisboa 2009.pdf
Lisboa,2009,Lisboa,2009-10-07,16:30,0,1,Azinhaga da Cidade,,Atropelamento c/fuga,Lisboa 2009.pdf
Lisboa,2009,Lisboa,2009-12-08,07:10,0,1,Rua Fradesso da Silveira 2,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Lisboa,2009-08-23,00:35,0,1,"Av 24 de Julho, Junto CP de Santos",,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Lisboa,2009-10-09,20:15,0,1,Avenida Infante Dom Henrique,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Lisboa,2009-07-06,17:30,0,1,Avenida da Liberdade 151,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Lisboa,2009-11-08,04:00,0,1,Avenida Brasília,,Atropelamento c/fuga,Lisboa 2009.pdf
Lisboa,2009,Lisboa,2009-11-12,09:30,0,1,Campo Grande,,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,Lisboa,2009-12-12,20:00,0,1,Avenida Dom João II,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Lisboa,2009-05-15,21:30,0,1,Rua Nelson de Barros 19,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Lisboa,2009-07-30,16:45,0,1,AVENIDA DO BRASIL 178,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-01-05,13:40,0,1,A8,3.650,Despiste c/col. c/veíc. imobil./obst.,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-03-03,19:40,0,2,EN8,16.200,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-09-11,17:30,0,2,Rua Arpalas,,Colisão c/veic./obst. f. rodagem,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-11-30,19:45,1,0,EN8,16.100,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-11-21,01:00,0,1,Estr Acesso Est Mercadorias (,,Despiste c/dispositivo de retenção,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-11-13,07:00,0,1,A8,,Colisão com outras situações,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-01-06,19:10,0,1,EN115,78.300,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-01-25,08:50,0,1,IC17,18.150,Despiste simples,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-01-06,15:40,0,1,R ALM GAGO COUTINHO 1,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-02-05,15:00,0,1,ER374,29.100,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-02-05,11:15,0,1,R ANTONIO R RODRIGUES 22,,Despiste c/col. c/veíc. imobil./obst.,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-05-10,07:40,0,2,IC17,,Despiste c/dispositivo de retenção,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-05-20,17:45,0,1,Outra Via,,Despiste c/transp. disp. ret. lateral,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-03-13,00:15,1,0,A1,3.800,Colisão c/veic./obst. f. rodagem,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-07-26,19:40,0,1,Rua 28 de Setembro,28.4,Colisão lat. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-06-18,14:50,1,0,A1,3.970,Despiste c/dispositivo de retenção,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-03-18,17:25,0,1,R MANUEL CASIMIRO 4,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-03-08,22:40,0,1,EN374-2,31.000,Colisão lat. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-03-22,21:30,0,1,R D CARLOS MASCARENHAS 2,,Colisão tras. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-11-26,12:15,0,1,R 1 MAIO,,Despiste simples,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-06-12,15:33,0,1,EN250,35.000,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-04-12,01:45,0,1,A1,5.000,Colisão tras. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-08-06,12:45,0,1,IC17,,Despiste s/dispositivo de retenção,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-04-30,18:45,0,1,EN374-2,27.900,Colisão lat. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-08-01,02:20,1,0,IC17,17.400,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-11-30,15:45,0,1,IC2,,Colisão com outras situações,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-11-11,06:50,1,0,EN10-6,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-08-13,10:00,0,1,Rua Adriano Correia Oliveira 15A,,Colisão com fuga,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-09-29,16:15,0,1,Avenida 25 de Abril 7,,Despiste s/dispositivo de retenção,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-10-28,08:50,0,1,Rua Matos Pequenos 1,,Colisão c/veic./obst. f. rodagem,Lisboa 2009.pdf
Lisboa,2009,Loures,2009-09-15,13:25,1,0,EN10,,Despiste s/dispositivo de retenção,Lisboa 2009.pdf
Lisboa,2009,Lourinhã,2009-08-18,02:20,1,0,EN247-1,3.170,Despiste c/capotamento,Lisboa 2009.pdf
Lisboa,2009,Lourinhã,2009-05-08,23:30,0,2,EST NOSSA SRA REMEDIOS,,Colisão lat. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,Lourinhã,2009-07-25,21:30,0,1,R PRINCIPAL 88,,Despiste simples,Lisboa 2009.pdf
Lisboa,2009,Lourinhã,2009-03-15,10:00,0,1,EN247,8.700,Despiste c/capotamento,Lisboa 2009.pdf
Lisboa,2009,Lourinhã,2009-01-07,19:30,0,1,AV DR FRANC SA CARNEIRO,,Despiste simples,Lisboa 2009.pdf
Lisboa,2009,Mafra,2009-01-06,16:45,0,1,R MFA15,,Colisão lat. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,Mafra,2009-11-28,19:36,0,1,EN247,47.200,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,Mafra,2009-03-03,09:20,0,1,Outra Via,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Mafra,2009-03-04,20:40,0,1,EN247,49.100,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,Mafra,2009-03-16,20:20,0,1,AV 9 JULHO,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Mafra,2009-03-30,15:20,0,2,R 25 ABRIL,,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,Mafra,2009-04-27,09:15,1,0,EN9,32.660,Colisão c/veic./obst. f. rodagem,Lisboa 2009.pdf
Lisboa,2009,Mafra,2009-08-11,11:45,0,1,EN9,43.723,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,Mafra,2009-09-06,15:30,1,3,EN8,30.800,Despiste c/col. c/veíc. imobil./obst.,Lisboa 2009.pdf
Lisboa,2009,Mafra,2009-08-30,14:00,0,1,R INSP RICARDO ALBERTO,,Colisão lat. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,Mafra,2009-08-07,19:00,0,1,EN9,38.300,Despiste simples,Lisboa 2009.pdf
Lisboa,2009,Mafra,2009-09-14,00:30,0,1,EN116,7.400,Despiste simples,Lisboa 2009.pdf
Lisboa,2009,Mafra,2009-08-23,08:10,0,2,A8,21.300,Despiste simples,Lisboa 2009.pdf
Lisboa,2009,Mafra,2009-10-06,18:15,1,2,EN9,48.350,Despiste simples,Lisboa 2009.pdf
Lisboa,2009,Mafra,2009-10-15,08:25,0,1,EM1205,,Colisão tras. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,Mafra,2009-10-20,02:48,0,1,A8,24.200,Colisão tras. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,Mafra,2009-10-23,13:40,0,1,EST LAPA,,Despiste s/dispositivo de retenção,Lisboa 2009.pdf
Lisboa,2009,Mafra,2009-11-08,22:40,0,1,EN9,44.400,Despiste c/col. c/veíc. imobil./obst.,Lisboa 2009.pdf
Lisboa,2009,Mafra,2009-12-02,07:40,0,1,A8,18.000,Colisão c/veic./obst. f. rodagem,Lisboa 2009.pdf
Lisboa,2009,Mafra,2009-12-04,05:00,1,0,A21,12.750,Despiste simples,Lisboa 2009.pdf
Lisboa,2009,Mafra,2009-11-22,09:30,0,1,EN8,31.000,Despiste simples,Lisboa 2009.pdf
Lisboa,2009,Mafra,2009-03-01,01:00,0,1,AV 9 JULHO 78,,Colisão com fuga,Lisboa 2009.pdf
Lisboa,2009,Odivelas,2009-01-11,00:15,0,1,IC22,,Despiste c/transp. disp. ret. lateral,Lisboa 2009.pdf
Lisboa,2009,Odivelas,2009-05-02,22:30,0,1,Rua de Olivença 33 A,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Odivelas,2009-09-03,22:30,0,1,R P. AMERICO MONT AGUIAR,,Despiste c/capotamento,Lisboa 2009.pdf
Lisboa,2009,Odivelas,2009-04-10,00:40,0,1,R. Gen.Alves Roçadas 38,,Despiste s/dispositivo de retenção,Lisboa 2009.pdf
Lisboa,2009,Odivelas,2009-06-14,14:05,0,1,R. Comand. Sacadura Cabral Lt 32,,Colisão com outras situações,Lisboa 2009.pdf
Lisboa,2009,Odivelas,2009-01-06,14:40,0,1,R ANGOLA 1,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Odivelas,2009-05-09,04:00,0,1,IC17,15.860,Despiste c/transp. disp. ret. lateral,Lisboa 2009.pdf
Lisboa,2009,Odivelas,2009-05-04,12:15,1,0,IC17,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Odivelas,2009-09-04,16:30,1,0,Av. Severiano Pedro Falcão,,Colisão lat. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,Odivelas,2009-01-30,20:30,0,1,R P. AMERICO MONT AGUIAR,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Odivelas,2009-01-02,20:45,0,1,SAIDA IC17,14.800,Colisão choque em cadeia,Lisboa 2009.pdf
Lisboa,2009,Oeiras,2009-07-29,21:10,0,1,A5,11.000,Despiste simples,Lisboa 2009.pdf
Lisboa,2009,Oeiras,2009-12-05,18:40,0,1,EN6,7.400,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Oeiras,2009-11-15,18:10,0,1,EN117-1,1.900,Despiste c/capotamento,Lisboa 2009.pdf
Lisboa,2009,Oeiras,2009-12-22,14:30,0,1,Av Ant Bernardo C Macedo,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Oeiras,2009-10-17,09:30,0,1,Avenida Portugal 33,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Oeiras,2009-08-03,02:00,3,0,EN6,,Colisão com outras situações,Lisboa 2009.pdf
Lisboa,2009,Oeiras,2009-08-02,18:00,0,1,R. Rodrigo Albuquerque e Melo 7,,Colisão lat. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,Oeiras,2009-05-16,08:00,1,1,EN6,2.500,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,Oeiras,2009-06-10,08:48,0,1,EN6,,Colisão lat. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,Oeiras,2009-06-18,12:15,0,1,Rua Carlos Vieira Ramos,,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,Oeiras,2009-08-14,20:10,0,1,Rua Luz Soriano 13,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Oeiras,2009-01-22,12:00,1,0,EN6,7.300,Despiste c/capotamento,Lisboa 2009.pdf
Lisboa,2009,Oeiras,2009-01-09,09:35,1,0,IC19,7.400,Colisão lat. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,Oeiras,2009-03-02,09:10,0,1,AV D PEDRO V 21,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Oeiras,2009-11-27,11:00,0,1,EN6,,Colisão com outras situações,Lisboa 2009.pdf
Lisboa,2009,Oeiras,2009-03-12,21:45,0,1,EN6,3.887,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-01-26,00:40,0,1,EN117,19.000,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-08-20,20:05,1,0,IC19,,Despiste c/dispositivo de retenção,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-04-05,17:55,0,1,Rua Dona Inês de Castro 18,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-02-21,15:30,0,1,EN250-1,8.100,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-02-02,07:00,1,0,R DOS COVOES,,Atropelamento c/fuga,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-03-20,13:45,0,1,EN117,9.700,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-05-04,00:50,0,1,A9,4.000,Colisão c/veic./obst. f. rodagem,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-05-12,03:40,0,1,IC30,1.000,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-05-26,19:25,0,1,EN247,71.100,Colisão lat. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-03-12,02:00,0,1,EN9,9.200,Despiste simples,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-03-14,01:45,0,1,AV 29 AGOSTO,,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-06-18,15:45,0,1,R NOSSA SRA CONSOLAÇÃO,,Colisão com outras situações,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-06-04,22:52,0,1,R REPUBLICA COREA,,Despiste c/col. c/veíc. imobil./obst.,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-06-09,10:15,0,1,EN9,8.500,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-10-03,05:30,0,1,IC19,,Despiste c/dispositivo de retenção,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-07-11,12:55,1,1,EN247,88.742,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-07-10,19:30,0,1,IC19,15.400,Colisão c/veic./obst. f. rodagem,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-06-11,04:00,0,1,Rua Máximo da Silva 6,,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-07-03,10:30,1,0,R GEN. BARNABE A FERREIRA,,Despiste c/capotamento,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-01-04,13:45,0,1,IC30,3.500,Despiste c/dispositivo de retenção,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-07-30,10:45,0,1,AV ATLANTICO COLARES 254,,Despiste c/capotamento,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-06-02,02:30,0,1,Estrada Granja do Marquês,,Despiste c/capotamento,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-11-27,15:15,1,0,IC19,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-06-23,11:20,0,1,Rua de Angola,,Colisão com outras situações,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-10-01,08:35,0,1,AV LAPIAS,,Colisão lat. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-12-22,11:30,0,1,ALMD FONTE VELHA 50,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-01-31,05:00,0,1,AV SALGUEIRO MAIA,,Despiste c/col. c/veíc. imobil./obst.,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-10-11,06:30,0,2,Rua Sebastião e Silva,,Colisão lat. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-10-04,02:50,0,2,EN249-4,,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-10-04,04:00,0,1,Largo de Francos,,Despiste c/col. c/veíc. imobil./obst.,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-11-12,01:25,0,1,EST ANCOS,,Despiste simples,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-11-17,15:00,0,1,AV NUNES CARVALHO 108,,Colisão lat. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,Sintra,2009-11-21,04:00,1,1,EN9,17.700,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,S.Mt Agraço,2009-04-27,16:30,0,2,EN248,9.620,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-01-13,18:45,0,1,EN8,52.500,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-11-24,21:00,0,1,EN9,72.400,Despiste c/capotamento,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-05-11,08:48,1,2,EN9,71.700,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-03-02,10:50,1,0,A8,54.900,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-03-10,18:45,0,1,EN361,5.000,Colisão c/veic./obst. f. rodagem,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-05-24,12:45,2,1,EN9,63.900,Colisão lat. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-03-15,03:45,0,1,R PRINCIPAL 18,,Despiste simples,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-06-30,14:15,1,0,EN9,62.300,Colisão lat. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-06-29,18:30,0,1,EM561-1,,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-06-23,19:50,0,1,R JOSE M TELES BALTAZAR 11,,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-06-08,00:50,0,1,EN9,66.100,Despiste c/capotamento,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-06-09,22:00,0,1,EM649,,Despiste simples,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-09-11,12:20,0,1,EM553,,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-08-21,15:17,1,0,R RMarques Carvalho / EN115-2,,Colisão lat. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-07-01,01:00,0,1,A8,39.500,Colisão c/veic./obst. f. rodagem,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-09-19,08:15,1,0,EM554-2,,Despiste simples,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-07-24,06:45,0,2,EN247,30.500,Despiste simples,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-09-26,13:00,0,1,R RAINHA STA ISABEL,,Colisão c/veic./obst. f. rodagem,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-08-19,06:30,0,1,EN247,19.500,Despiste c/col. c/veíc. imobil./obst.,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-10-21,07:10,0,1,EM619-1,0.500,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-10-25,18:40,0,1,EN8,50.600,Colisão lat. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-10-31,21:40,0,1,EN8-2,1.300,Colisão tras. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-12-04,22:35,0,1,EM1055,,Despiste c/col. c/veíc. imobil./obst.,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-11-17,08:10,1,0,EN247,36.900,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,T. Vedras,2009-05-03,18:15,0,2,R PRINCIPAL,,Despiste c/col. c/veíc. imobil./obst.,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-01-15,13:25,2,2,A1,23.569,Colisão tras. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-11-12,22:40,0,1,EN10,123.000,Colisão lat. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-01-17,04:00,0,1,EST DA VALA,,Despiste simples,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-01-23,18:30,0,1,R 28 SETEMBRO,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-03-01,02:00,0,1,EN10-6,,Despiste c/col. c/veíc. imobil./obst.,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-03-26,08:15,0,1,EN10,,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-03-08,00:10,0,2,EN10,134.980,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-03-09,21:35,0,1,IC2,30.340,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-03-15,19:10,0,1,A1,17.100,Colisão tras. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-09-22,17:55,0,2,EN10,,Colisão lat. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-09-27,08:00,0,1,EN10,,Colisão com outras situações,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-05-10,22:30,1,0,EN10,111.800,Colisão c/veic./obst. f. rodagem,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-05-24,23:00,0,1,Avenida Infante Dom Pedro,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-07-01,07:10,0,1,R LUIS CAMÕES,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-09-10,17:00,0,1,EN10,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-10-11,09:40,0,1,EN1,,Colisão com outras situações,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-10-13,17:40,0,2,EN10-6,3.900,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-10-21,15:37,0,1,Estrada de Monte Gordo,,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-08-04,02:00,1,0,A1,15.200,Colisão tras. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-08-01,00:35,0,1,EN1,28.730,Colisão lat. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-08-09,01:40,0,1,A1,13.300,Despiste c/col. c/veíc. imobil./obst.,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-11-29,12:30,0,1,EN10,,Colisão choque em cadeia,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-11-17,06:40,0,1,EN10,,Atropelamento de peões,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-11-25,19:42,0,1,EN10,,Despiste s/dispositivo de retenção,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-06-24,16:30,1,0,EN10,125.800,Colisão com outras situações,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-10-01,05:00,0,1,IC2,29.200,Despiste simples,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-12-30,17:40,0,1,EM1238,,Colisão tras. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-11-14,01:30,0,1,VAR-VIALON,,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-12-16,21:00,0,1,EST CANICOS,,Colisão frontal,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-12-13,16:25,0,1,A1,12.400,Colisão tras. c/outro veíc. mov.,Lisboa 2009.pdf
Lisboa,2009,V. F. de Xira,2009-01-13,18:50,0,1,A1,14.600,Colisão tras. c/outro veíc. mov.,Lisboa 2009.pdf
Portalegre,2009,Alter do Chão,2009-05-04,17:30,0,1,EN245,22.900,Colisão frontal,Portalegre 2009.pdf
Portalegre,2009,Alter do Chão,2009-09-11,18:45,0,1,EM532,2.840,Despiste simples,Portalegre 2009.pdf
Portalegre,2009,Alter do Chão,2009-09-23,21:58,1,0,R TRINDADE,,Despiste simples,Portalegre 2009.pdf
Portalegre,2009,Arronches,2009-01-19,13:25,0,1,EN246,48.100,Colisão frontal,Portalegre 2009.pdf
Portalegre,2009,Avis,2009-09-03,09:25,1,0,Outra Via,,Desp. c/ colisão veíc. imobil. /obst.,Portalegre 2009.pdf
Portalegre,2009,Avis,2009-03-28,15:00,0,1,EN370,15.300,Colisão tras. c/ outro veíc. mov.,Portalegre 2009.pdf
Portalegre,2009,Campo Maior,2009-01-23,23:00,0,1,EM1116,,Despiste com capotamento,Portalegre 2009.pdf
Portalegre,2009,Campo Maior,2009-10-31,16:20,1,0,Outra Via,,Despiste com capotamento,Portalegre 2009.pdf
Portalegre,2009,Campo Maior,2009-02-27,18:00,0,1,R DE CABO VERDE,,Atropelamento de peões,Portalegre 2009.pdf
Portalegre,2009,Elvas,2009-05-01,22:00,0,1,EN4,167.500,Atropelamento de animais,Portalegre 2009.pdf
Portalegre,2009,Elvas,2009-05-24,18:10,0,1,Descida da Belhó,,Colisão tras. c/ outro veíc. mov.,Portalegre 2009.pdf
Portalegre,2009,Elvas,2009-05-21,17:30,0,1,Bairro da Sochinhas,,Atropelamento de peões,Portalegre 2009.pdf
Portalegre,2009,Elvas,2009-11-20,18:28,0,1,EN243-1,12.200,Atropelamento de peões,Portalegre 2009.pdf
Portalegre,2009,Elvas,2009-07-24,06:30,1,0,EN246,74.950,Despiste com capotamento,Portalegre 2009.pdf
Portalegre,2009,Elvas,2009-08-07,22:03,0,1,EN4,181.000,Colisão tras. c/ outro veíc. mov.,Portalegre 2009.pdf
Portalegre,2009,Elvas,2009-04-15,23:40,0,1,AV BADAJOZ,,Despiste s/ disp. retenção,Portalegre 2009.pdf
Portalegre,2009,Elvas,2009-12-11,16:40,0,1,R TERESA M. PALMEIRO,,Colisão lat. c/ outro veíc. mov.,Portalegre 2009.pdf
Portalegre,2009,Elvas,2009-04-05,16:30,0,2,EM1109,,Despiste simples,Portalegre 2009.pdf
