distrito,ano,concelho,acidentes_com_vitimas,vitimas_mortais,feridos_graves,feridos_leves,total_vitimas,indice_gravidade,source_file
Santarém,2011,Torres Novas,116,2,5,152,159,1.7,Santarém 2011- vítimas a 30 dias.pdf
Santarém,2011,V. N. da Barquinha,20,0,3,21,24,0.0,Santarém 2011- vítimas a 30 dias.pdf
Setúbal,2011,% % % % % grav. Alcácer do Sal,93,6,24,129,159,6.5,Setúbal 2011- vítimas a 30 dias.pdf
Setúbal,2011,Alcochete Almada,366,9,21,480,510,2.5,Setúbal 2011- vítimas a 30 dias.pdf
Setúbal,2011,Barreiro Grândola,93,1,7,126,134,1.1,Setúbal 2011- vítimas a 30 dias.pdf
Setúbal,2011,Moita Montijo,201,4,13,253,270,2.0,Setúbal 2011- vítimas a 30 dias.pdf
Setúbal,2011,Palmela Santiago do Cacém,104,5,9,145,159,4.8,Setúbal 2011- vítimas a 30 dias.pdf
Setúbal,2011,Seixal Sesimbra,112,3,6,139,148,2.7,Setúbal 2011- vítimas a 30 dias.pdf
Setúbal,2011,Setúbal Sines,54,1,10,65,76,1.9,Setúbal 2011- vítimas a 30 dias.pdf
Vila Real,2011,Alijó,35,6,2,51,59,17.1,Vila Real 2011- vítimas a 30 dias.pdf
Vila Real,2011,Boticas,9,0,0,11,11,0.0,Vila Real 2011- vítimas a 30 dias.pdf
Vila Real,2011,Chaves,113,7,18,128,153,6.2,Vila Real 2011- vítimas a 30 dias.pdf
Vila Real,2011,Mesão Frio,18,0,2,27,29,0.0,Vila Real 2011- vítimas a 30 dias.pdf
Vila Real,2011,Mondim de Basto,16,0,2,25,27,0.0,Vila Real 2011- vítimas a 30 dias.pdf
Vila Real,2011,Montalegre,29,0,0,49,49,0.0,Vila Real 2011- vítimas a 30 dias.pdf
Vila Real,2011,Murça,12,2,1,13,16,16.7,Vila Real 2011- vítimas a 30 dias.pdf
Vila Real,2011,Peso da Régua,53,2,0,61,63,3.8,Vila Real 2011- vítimas a 30 dias.pdf
Vila Real,2011,Ribeira de Pena,21,0,3,26,29,0.0,Vila Real 2011- vítimas a 30 dias.pdf
Vila Real,2011,Sabrosa,19,0,2,25,27,0.0,Vila Real 2011- vítimas a 30 dias.pdf
Vila Real,2011,S. Marta Penaguião,8,0,1,8,9,0.0,Vila Real 2011- vítimas a 30 dias.pdf
Vila Real,2011,Valpaços,51,3,8,60,71,5.9,Vila Real 2011- vítimas a 30 dias.pdf
Vila Real,2011,Vila P. de Aguiar,34,2,8,42,52,5.9,Vila Real 2011- vítimas a 30 dias.pdf
Vila Real,2011,Vila Real,169,3,6,217,226,1.8,Vila Real 2011- vítimas a 30 dias.pdf
Viseu,2011,Armamar,17,1,4,24,29,5.9,Viseu 2011- vítimas a 30 dias.pdf
Viseu,2011,Carregal do Sal,46,1,10,53,64,2.2,Viseu 2011- vítimas a 30 dias.pdf
Viseu,2011,Castro Daire,43,1,6,56,63,2.3,Viseu 2011- vítimas a 30 dias.pdf
Viseu,2011,Cinfães,44,1,0,57,58,2.3,Viseu 2011- vítimas a 30 dias.pdf
Viseu,2011,Lamego,79,0,5,111,116,0.0,Viseu 2011- vítimas a 30 dias.pdf
Viseu,2011,Mangualde,79,4,5,98,107,5.1,Viseu 2011- vítimas a 30 dias.pdf
Viseu,2011,Moimenta da Beira,29,1,5,33,39,3.4,Viseu 2011- vítimas a 30 dias.pdf
Viseu,2011,Mortágua,38,3,1,44,48,7.9,Viseu 2011- vítimas a 30 dias.pdf
Viseu,2011,Nelas,57,4,4,70,78,7.0,Viseu 2011- vítimas a 30 dias.pdf
Viseu,2011,Oliveira de Frades,46,3,2,58,63,6.5,Viseu 2011- vítimas a 30 dias.pdf
Viseu,2011,Penalva do Castelo,14,0,0,20,20,0.0,Viseu 2011- vítimas a 30 dias.pdf
Viseu,2011,Penedono,11,0,1,11,12,0.0,Viseu 2011- vítimas a 30 dias.pdf
Viseu,2011,Resende,30,1,1,37,39,3.3,Viseu 2011- vítimas a 30 dias.pdf
Viseu,2011,Sta. Comba Dão,58,1,4,71,76,1.7,Viseu 2011- vítimas a 30 dias.pdf
Viseu,2011,S. João Pesqueira,28,1,1,29,31,3.6,Viseu 2011- vítimas a 30 dias.pdf
Viseu,2011,S. Pedro do Sul,45,3,6,55,64,6.7,Viseu 2011- vítimas a 30 dias.pdf
Viseu,2011,Sátão,43,2,3,56,61,4.7,Viseu 2011- vítimas a 30 dias.pdf
Viseu,2011,Sernancelhe,24,0,2,29,31,0.0,Viseu 2011- vítimas a 30 dias.pdf
Viseu,2011,Tabuaço,12,0,1,14,15,0.0,Viseu 2011- vítimas a 30 dias.pdf
Viseu,2011,Tarouca,21,1,2,20,23,4.8,Viseu 2011- vítimas a 30 dias.pdf
Viseu,2011,Tondela,115,3,13,142,158,2.6,Viseu 2011- vítimas a 30 dias.pdf
Viseu,2011,Vila Nova de Paiva,23,1,4,36,41,4.3,Viseu 2011- vítimas a 30 dias.pdf
Viseu,2011,Viseu,360,8,28,439,475,2.2,Viseu 2011- vítimas a 30 dias.pdf
Viseu,2011,Vouzela,54,2,1,75,78,3.7,Viseu 2011- vítimas a 30 dias.pdf
Évora,2011,Alandroal,13,0,1,14,15,0.0,Évora 2011- vítimas a 30 dias.pdf
Évora,2011,Arraiolos,36,4,8,51,63,11.1,Évora 2011- vítimas a 30 dias.pdf
Évora,2011,Borba,18,4,4,16,24,22.2,Évora 2011- vítimas a 30 dias.pdf
Évora,2011,Estremoz,50,3,5,59,67,6.0,Évora 2011- vítimas a 30 dias.pdf
Évora,2011,Évora,140,5,15,152,172,3.6,Évora 2011- vítimas a 30 dias.pdf
Évora,2011,Montemor-o-Novo,83,6,20,98,124,7.2,Évora 2011- vítimas a 30 dias.pdf
Évora,2011,Mora,9,0,2,7,9,0.0,Évora 2011- vítimas a 30 dias.pdf
Évora,2011,Mourão,2,1,1,1,3,50.0,Évora 2011- vítimas a 30 dias.pdf
Évora,2011,Portel,18,4,5,31,40,22.2,Évora 2011- vítimas a 30 dias.pdf
Évora,2011,Redondo,20,2,3,32,37,10.0,Évora 2011- vítimas a 30 dias.pdf
Évora,2011,R. de Monsaraz,26,0,5,29,34,0.0,Évora 2011- vítimas a 30 dias.pdf
Évora,2011,Vendas Novas,41,0,3,46,49,0.0,Évora 2011- vítimas a 30 dias.pdf
Évora,2011,Viana do Alentejo,16,2,0,16,18,12.5,Évora 2011- vítimas a 30 dias.pdf
Évora,2011,Vila Viçosa,12,0,3,14,17,0.0,Évora 2011- vítimas a 30 dias.pdf
Aveiro,2012,Águeda,180,4,9,197,210,2.2,Aveiro 2012- vítimas a 30 dias.pdf
Aveiro,2012,Albergaria-a-Velha,101,4,3,117,124,4.0,Aveiro 2012- vítimas a 30 dias.pdf
Aveiro,2012,Anadia,96,4,5,119,128,4.2,Aveiro 2012- vítimas a 30 dias.pdf
Aveiro,2012,Arouca,53,2,2,61,65,3.8,Aveiro 2012- vítimas a 30 dias.pdf
Aveiro,2012,Aveiro,270,1,12,309,322,0.4,Aveiro 2012- vítimas a 30 dias.pdf
Aveiro,2012,Castelo de Paiva,37,1,0,46,47,2.7,Aveiro 2012- vítimas a 30 dias.pdf
Aveiro,2012,Espinho,86,0,0,109,109,0.0,Aveiro 2012- vítimas a 30 dias.pdf
Aveiro,2012,Estarreja,94,2,7,102,111,2.1,Aveiro 2012- vítimas a 30 dias.pdf
Aveiro,2012,Ílhavo,144,3,5,166,174,2.1,Aveiro 2012- vítimas a 30 dias.pdf
Aveiro,2012,Mealhada,66,2,2,80,84,3.0,Aveiro 2012- vítimas a 30 dias.pdf
Aveiro,2012,Murtosa,42,1,1,50,52,2.4,Aveiro 2012- vítimas a 30 dias.pdf
Aveiro,2012,Oliveira de Azeméis,172,6,9,199,214,3.5,Aveiro 2012- vítimas a 30 dias.pdf
Aveiro,2012,Oliveira do Bairro,98,1,2,120,123,1.0,Aveiro 2012- vítimas a 30 dias.pdf
Aveiro,2012,Ovar,187,5,17,209,231,2.7,Aveiro 2012- vítimas a 30 dias.pdf
Aveiro,2012,S. Maria da Feira,393,8,25,482,515,2.0,Aveiro 2012- vítimas a 30 dias.pdf
Aveiro,2012,S. Joao da Madeira,75,1,2,78,81,1.3,Aveiro 2012- vítimas a 30 dias.pdf
Aveiro,2012,Sever do Vouga,38,1,0,44,45,2.6,Aveiro 2012- vítimas a 30 dias.pdf
Aveiro,2012,Vagos,100,3,5,129,137,3.0,Aveiro 2012- vítimas a 30 dias.pdf
Aveiro,2012,Vale de Cambra,50,4,4,56,64,8.0,Aveiro 2012- vítimas a 30 dias.pdf
Beja,2012,Aljustrel,24,3,5,30,38,12.5,Beja 2012- vítimas a 30 dias.pdf
Beja,2012,Almodovar,17,1,3,21,25,5.9,Beja 2012- vítimas a 30 dias.pdf
Beja,2012,Alvito,3,0,1,4,5,0.0,Beja 2012- vítimas a 30 dias.pdf
Beja,2012,Barrancos,2,0,2,2,4,0.0,Beja 2012- vítimas a 30 dias.pdf
Beja,2012,Beja,69,3,11,81,95,4.3,Beja 2012- vítimas a 30 dias.pdf
Beja,2012,Castro Verde,22,7,5,23,35,31.8,Beja 2012- vítimas a 30 dias.pdf
Beja,2012,Cuba,8,0,0,10,10,0.0,Beja 2012- vítimas a 30 dias.pdf
Beja,2012,Ferreira do Alentejo,30,6,4,31,41,20.0,Beja 2012- vítimas a 30 dias.pdf
Beja,2012,Mertola,23,1,3,23,27,4.3,Beja 2012- vítimas a 30 dias.pdf
Beja,2012,Moura,20,0,3,22,25,0.0,Beja 2012- vítimas a 30 dias.pdf
Beja,2012,Odemira,74,8,10,87,105,10.8,Beja 2012- vítimas a 30 dias.pdf
Beja,2012,Ourique,50,0,6,85,91,0.0,Beja 2012- vítimas a 30 dias.pdf
Beja,2012,Serpa,36,0,3,50,53,0.0,Beja 2012- vítimas a 30 dias.pdf
Beja,2012,Vidigueira,14,1,3,14,18,7.1,Beja 2012- vítimas a 30 dias.pdf
Braga,2012,Amares,65,0,4,92,96,0.0,Braga 2012- vítimas a 30 dias.pdf
Braga,2012,Barcelos,320,6,18,430,454,1.9,Braga 2012- vítimas a 30 dias.pdf
Braga,2012,Braga,514,8,49,603,660,1.6,Braga 2012- vítimas a 30 dias.pdf
Braga,2012,Cabeceiras Basto,49,3,4,64,71,6.1,Braga 2012- vítimas a 30 dias.pdf
Braga,2012,Celorico de Basto,48,1,1,74,76,2.1,Braga 2012- vítimas a 30 dias.pdf
Braga,2012,Esposende,131,1,6,169,176,0.8,Braga 2012- vítimas a 30 dias.pdf
Braga,2012,Fafe,157,3,4,195,202,1.9,Braga 2012- vítimas a 30 dias.pdf
Braga,2012,Guimarães,491,13,21,617,651,2.6,Braga 2012- vítimas a 30 dias.pdf
Braga,2012,Póvoa de Lanhoso,105,3,4,155,162,2.9,Braga 2012- vítimas a 30 dias.pdf
Braga,2012,Terras de Bouro,15,0,1,22,23,0.0,Braga 2012- vítimas a 30 dias.pdf
Braga,2012,Vieira do Minho,52,5,7,57,69,9.6,Braga 2012- vítimas a 30 dias.pdf
Braga,2012,V. N. de Famalicão,500,12,29,669,710,2.4,Braga 2012- vítimas a 30 dias.pdf
Braga,2012,Vila Verde,161,5,3,197,205,3.1,Braga 2012- vítimas a 30 dias.pdf
Braga,2012,Vizela,61,4,3,76,83,6.6,Braga 2012- vítimas a 30 dias.pdf
Bragança,2012,Alfândega da Fé,14,0,0,15,15,0.0,Bragança 2012- vítimas a 30 dias.pdf
Bragança,2012,Bragança,86,1,12,95,108,1.2,Bragança 2012- vítimas a 30 dias.pdf
Bragança,2012,Czda. de Ansiães,15,0,2,14,16,0.0,Bragança 2012- vítimas a 30 dias.pdf
Bragança,2012,F. Espada a Cinta,9,0,2,12,14,0.0,Bragança 2012- vítimas a 30 dias.pdf
Bragança,2012,Mac. Cavaleiros,34,1,4,55,60,2.9,Bragança 2012- vítimas a 30 dias.pdf
Bragança,2012,Miranda do Douro,14,1,3,17,21,7.1,Bragança 2012- vítimas a 30 dias.pdf
Bragança,2012,Mirandela,86,4,12,93,109,4.7,Bragança 2012- vítimas a 30 dias.pdf
Bragança,2012,Mogadouro,24,2,3,22,27,8.3,Bragança 2012- vítimas a 30 dias.pdf
Bragança,2012,Torre de Moncorvo,23,0,4,29,33,0.0,Bragança 2012- vítimas a 30 dias.pdf
Bragança,2012,Vila Flor,14,0,1,18,19,0.0,Bragança 2012- vítimas a 30 dias.pdf
Bragança,2012,Vimioso,12,0,4,21,25,0.0,Bragança 2012- vítimas a 30 dias.pdf
Bragança,2012,Vinhais,22,2,4,24,30,9.1,Bragança 2012- vítimas a 30 dias.pdf
Castelo Branco,2012,Belmonte,20,3,6,20,29,15.0,Castelo Branco 2012- vítimas a 30 dias.pdf
Castelo Branco,2012,Castelo Branco,146,3,37,149,189,2.1,Castelo Branco 2012- vítimas a 30 dias.pdf
Castelo Branco,2012,Covilhã,119,5,16,138,159,4.2,Castelo Branco 2012- vítimas a 30 dias.pdf
Castelo Branco,2012,Fundão,67,4,5,83,92,6.0,Castelo Branco 2012- vítimas a 30 dias.pdf
Castelo Branco,2012,Idanha-a-Nova,46,2,12,56,70,4.3,Castelo Branco 2012- vítimas a 30 dias.pdf
Castelo Branco,2012,Oleiros,17,1,7,16,24,5.9,Castelo Branco 2012- vítimas a 30 dias.pdf
Castelo Branco,2012,Penamacor,13,0,1,20,21,0.0,Castelo Branco 2012- vítimas a 30 dias.pdf
Castelo Branco,2012,Proença-a-Nova,18,0,3,23,26,0.0,Castelo Branco 2012- vítimas a 30 dias.pdf
Castelo Branco,2012,Sertã,50,2,9,58,69,4.0,Castelo Branco 2012- vítimas a 30 dias.pdf
Castelo Branco,2012,Vila de Rei,15,0,2,14,16,0.0,Castelo Branco 2012- vítimas a 30 dias.pdf
Castelo Branco,2012,V. Velha de Rodão,11,0,0,18,18,0.0,Castelo Branco 2012- vítimas a 30 dias.pdf
Coimbra,2012,Arganil,24,0,0,29,29,0.0,Coimbra 2012- vítimas a 30 dias.pdf
Coimbra,2012,Cantanhede,131,2,7,167,176,1.5,Coimbra 2012- vítimas a 30 dias.pdf
Coimbra,2012,Coimbra,482,9,20,594,623,1.9,Coimbra 2012- vítimas a 30 dias.pdf
Coimbra,2012,Condeixa-a-Nova,69,2,5,94,101,2.9,Coimbra 2012- vítimas a 30 dias.pdf
Coimbra,2012,Figueira da Foz,224,5,14,260,279,2.2,Coimbra 2012- vítimas a 30 dias.pdf
Coimbra,2012,Góis,22,3,1,24,28,13.6,Coimbra 2012- vítimas a 30 dias.pdf
Coimbra,2012,Lousã,51,3,1,54,58,5.9,Coimbra 2012- vítimas a 30 dias.pdf
Coimbra,2012,Mira,50,2,1,51,54,4.0,Coimbra 2012- vítimas a 30 dias.pdf
Coimbra,2012,Miranda do Corvo,36,2,0,40,42,5.6,Coimbra 2012- vítimas a 30 dias.pdf
Coimbra,2012,Montemor-o-Velho,93,2,8,112,122,2.2,Coimbra 2012- vítimas a 30 dias.pdf
Coimbra,2012,Oliveira do Hospital,75,2,9,86,97,2.7,Coimbra 2012- vítimas a 30 dias.pdf
Coimbra,2012,Pamp. da Serra,14,0,1,17,18,0.0,Coimbra 2012- vítimas a 30 dias.pdf
Coimbra,2012,Penacova,51,2,3,63,68,3.9,Coimbra 2012- vítimas a 30 dias.pdf
Coimbra,2012,Penela,20,0,1,27,28,0.0,Coimbra 2012- vítimas a 30 dias.pdf
Coimbra,2012,Soure,44,2,7,49,58,4.5,Coimbra 2012- vítimas a 30 dias.pdf
Coimbra,2012,Tábua,48,1,2,55,58,2.1,Coimbra 2012- vítimas a 30 dias.pdf
Coimbra,2012,V. Nova de Poiares,18,0,0,20,20,0.0,Coimbra 2012- vítimas a 30 dias.pdf
Faro,2012,Albufeira,168,4,7,190,201,2.4,Faro 2012- vítimas a 30 dias.pdf
Faro,2012,Alcoutim,13,0,5,12,17,0.0,Faro 2012- vítimas a 30 dias.pdf
Faro,2012,Aljezur,19,0,1,22,23,0.0,Faro 2012- vítimas a 30 dias.pdf
Faro,2012,Castro Marim,32,3,4,35,42,9.4,Faro 2012- vítimas a 30 dias.pdf
Faro,2012,Faro,271,10,21,292,323,3.7,Faro 2012- vítimas a 30 dias.pdf
Faro,2012,Lagoa,93,1,7,112,120,1.1,Faro 2012- vítimas a 30 dias.pdf
Faro,2012,Lagos,116,3,12,129,144,2.6,Faro 2012- vítimas a 30 dias.pdf
Faro,2012,Loulé,297,14,29,360,403,4.7,Faro 2012- vítimas a 30 dias.pdf
Faro,2012,Monchique,25,1,8,27,36,4.0,Faro 2012- vítimas a 30 dias.pdf
Faro,2012,Olhão,154,1,9,184,194,0.6,Faro 2012- vítimas a 30 dias.pdf
Faro,2012,Portimão,186,4,24,216,244,2.2,Faro 2012- vítimas a 30 dias.pdf
Faro,2012,S. Brás de Alportel,30,0,4,32,36,0.0,Faro 2012- vítimas a 30 dias.pdf
Faro,2012,Silves,137,4,12,167,183,2.9,Faro 2012- vítimas a 30 dias.pdf
Faro,2012,Tavira,96,1,6,107,114,1.0,Faro 2012- vítimas a 30 dias.pdf
Faro,2012,Vila do Bispo,18,0,2,22,24,0.0,Faro 2012- vítimas a 30 dias.pdf
Faro,2012,V. Real S. Antonio,55,4,6,59,69,7.3,Faro 2012- vítimas a 30 dias.pdf
Guarda,2012,Aguiar da Beira,16,0,3,18,21,0.0,Guarda 2012- vítimas a 30 dias.pdf
Guarda,2012,Almeida,26,0,4,28,32,0.0,Guarda 2012- vítimas a 30 dias.pdf
Guarda,2012,Celorico da Beira,25,1,5,24,30,4.0,Guarda 2012- vítimas a 30 dias.pdf
Guarda,2012,Fig. Castelo Rodrigo,10,0,2,9,11,0.0,Guarda 2012- vítimas a 30 dias.pdf
Guarda,2012,Fornos de Algodres,14,0,1,17,18,0.0,Guarda 2012- vítimas a 30 dias.pdf
Guarda,2012,Gouveia,33,2,4,45,51,6.1,Guarda 2012- vítimas a 30 dias.pdf
Guarda,2012,Guarda,101,2,16,130,148,2.0,Guarda 2012- vítimas a 30 dias.pdf
Guarda,2012,Manteigas,5,1,2,2,5,20.0,Guarda 2012- vítimas a 30 dias.pdf
Guarda,2012,Mêda,16,0,1,19,20,0.0,Guarda 2012- vítimas a 30 dias.pdf
Guarda,2012,Pinhel,23,1,0,24,25,4.3,Guarda 2012- vítimas a 30 dias.pdf
Guarda,2012,Sabugal,26,1,2,28,31,3.8,Guarda 2012- vítimas a 30 dias.pdf
Guarda,2012,Seia,63,0,6,88,94,0.0,Guarda 2012- vítimas a 30 dias.pdf
Guarda,2012,Trancoso,29,2,3,37,42,6.9,Guarda 2012- vítimas a 30 dias.pdf
Guarda,2012,V. Nova de Foz Coa,17,1,2,22,25,5.9,Guarda 2012- vítimas a 30 dias.pdf
Leiria,2012,Alcobaça,225,5,22,274,301,2.2,Leiria 2012- vítimas a 30 dias.pdf
Leiria,2012,Alvaiázere,22,2,1,24,27,9.1,Leiria 2012- vítimas a 30 dias.pdf
Leiria,2012,Ansião,43,2,7,56,65,4.7,Leiria 2012- vítimas a 30 dias.pdf
Leiria,2012,Batalha,73,1,7,87,95,1.4,Leiria 2012- vítimas a 30 dias.pdf
Leiria,2012,Bombarral,57,4,5,66,75,7.0,Leiria 2012- vítimas a 30 dias.pdf
Leiria,2012,Caldas da Rainha,133,8,7,166,181,6.0,Leiria 2012- vítimas a 30 dias.pdf
Leiria,2012,Cast. de Pera,8,0,0,11,11,0.0,Leiria 2012- vítimas a 30 dias.pdf
Leiria,2012,Figueiró dos Vinhos,16,1,1,18,20,6.3,Leiria 2012- vítimas a 30 dias.pdf
Leiria,2012,Leiria,509,8,31,626,665,1.6,Leiria 2012- vítimas a 30 dias.pdf
Leiria,2012,Marinha Grande,144,4,4,181,189,2.8,Leiria 2012- vítimas a 30 dias.pdf
Leiria,2012,Nazaré,47,2,2,57,61,4.3,Leiria 2012- vítimas a 30 dias.pdf
Leiria,2012,Óbidos,41,1,2,64,67,2.4,Leiria 2012- vítimas a 30 dias.pdf
Leiria,2012,Pedrogão Grande,14,1,4,12,17,7.1,Leiria 2012- vítimas a 30 dias.pdf
Leiria,2012,Peniche,89,4,11,111,126,4.5,Leiria 2012- vítimas a 30 dias.pdf
Leiria,2012,Pombal,255,10,27,319,356,3.9,Leiria 2012- vítimas a 30 dias.pdf
Leiria,2012,Porto de Mos,99,2,11,107,120,2.0,Leiria 2012- vítimas a 30 dias.pdf
Lisboa,2012,Alenquer,136,5,14,167,186,3.7,Lisboa_30D_2012.pdf
Lisboa,2012,Amadora,411,1,11,484,496,0.2,Lisboa_30D_2012.pdf
Lisboa,2012,Arruda dos Vinhos,29,0,1,34,35,0.0,Lisboa_30D_2012.pdf
Lisboa,2012,Azambuja,87,2,7,129,138,2.3,Lisboa_30D_2012.pdf
Lisboa,2012,Cadaval,50,1,1,62,64,2.0,Lisboa_30D_2012.pdf
Lisboa,2012,Cascais,543,10,21,657,688,1.8,Lisboa_30D_2012.pdf
Lisboa,2012,Lisboa,2233,19,73,2599,2691,0.9,Lisboa_30D_2012.pdf
Lisboa,2012,Loures,589,12,38,674,724,2.0,Lisboa_30D_2012.pdf
Lisboa,2012,Lourinha,69,0,6,77,83,0.0,Lisboa_30D_2012.pdf
Lisboa,2012,Mafra,241,3,11,296,310,1.2,Lisboa_30D_2012.pdf
Lisboa,2012,Odivelas,313,6,15,347,368,1.9,Lisboa_30D_2012.pdf
Lisboa,2012,Oeiras,561,7,18,653,678,1.2,Lisboa_30D_2012.pdf
Lisboa,2012,Sintra,787,4,34,965,1003,0.5,Lisboa_30D_2012.pdf
Lisboa,2012,Sobral Monte Agraco,24,0,0,27,27,0.0,Lisboa_30D_2012.pdf
Lisboa,2012,Torres Vedras,211,7,22,257,286,3.3,Lisboa_30D_2012.pdf
Lisboa,2012,Vila Franca de Xira,318,8,16,383,407,2.5,Lisboa_30D_2012.pdf
Portalegre,2012,Alter do Chão,5,0,0,6,6,0.0,Portalegre 2012- vítimas a 30 dias.pdf
Portalegre,2012,Arronches,5,1,1,3,5,20.0,Portalegre 2012- vítimas a 30 dias.pdf
Portalegre,2012,Avis,11,1,1,13,15,9.1,Portalegre 2012- vítimas a 30 dias.pdf
Portalegre,2012,Campo Maior,22,1,1,26,28,4.5,Portalegre 2012- vítimas a 30 dias.pdf
Portalegre,2012,Castelo de Vide,3,0,0,6,6,0.0,Portalegre 2012- vítimas a 30 dias.pdf
Portalegre,2012,Crato,3,0,0,3,3,0.0,Portalegre 2012- vítimas a 30 dias.pdf
Portalegre,2012,Elvas,60,0,15,68,83,0.0,Portalegre 2012- vítimas a 30 dias.pdf
Portalegre,2012,Fronteira,6,2,2,4,8,33.3,Portalegre 2012- vítimas a 30 dias.pdf
Portalegre,2012,Gavião,6,1,0,7,8,16.7,Portalegre 2012- vítimas a 30 dias.pdf
Portalegre,2012,Marvão,12,0,6,17,23,0.0,Portalegre 2012- vítimas a 30 dias.pdf
Portalegre,2012,Monforte,5,0,0,5,5,0.0,Portalegre 2012- vítimas a 30 dias.pdf
Portalegre,2012,Nisa,16,0,1,20,21,0.0,Portalegre 2012- vítimas a 30 dias.pdf
Portalegre,2012,Ponte de Sor,59,4,9,76,89,6.8,Portalegre 2012- vítimas a 30 dias.pdf
Portalegre,2012,Portalegre,39,1,5,45,51,2.6,Portalegre 2012- vítimas a 30 dias.pdf
Portalegre,2012,Sousel,7,0,1,7,8,0.0,Portalegre 2012- vítimas a 30 dias.pdf
Porto,2012,Amarante,150,3,6,170,179,2.0,Porto 2012- vítimas a 30 dias.pdf
Porto,2012,Baião,43,3,1,59,63,7.0,Porto 2012- vítimas a 30 dias.pdf
Porto,2012,Felgueiras,267,4,14,330,348,1.5,Porto 2012- vítimas a 30 dias.pdf
Porto,2012,Gondomar,378,4,14,466,484,1.1,Porto 2012- vítimas a 30 dias.pdf
Porto,2012,Lousada,130,1,7,183,191,0.8,Porto 2012- vítimas a 30 dias.pdf
Porto,2012,Maia,317,9,9,384,402,2.8,Porto 2012- vítimas a 30 dias.pdf
Porto,2012,M. de Canaveses,116,7,7,137,151,6.0,Porto 2012- vítimas a 30 dias.pdf
Porto,2012,Matosinhos,414,7,17,487,511,1.7,Porto 2012- vítimas a 30 dias.pdf
Porto,2012,Paços de Ferreira,147,4,3,180,187,2.7,Porto 2012- vítimas a 30 dias.pdf
Porto,2012,Paredes,229,4,11,284,299,1.7,Porto 2012- vítimas a 30 dias.pdf
Porto,2012,Penafiel,228,6,5,288,299,2.6,Porto 2012- vítimas a 30 dias.pdf
Porto,2012,Porto,809,11,11,963,985,1.4,Porto 2012- vítimas a 30 dias.pdf
Porto,2012,Póvoa de Varzim,200,3,13,255,271,1.5,Porto 2012- vítimas a 30 dias.pdf
Porto,2012,Santo Tirso,202,4,10,253,267,2.0,Porto 2012- vítimas a 30 dias.pdf
Porto,2012,Trofa,103,3,1,132,136,2.9,Porto 2012- vítimas a 30 dias.pdf
Porto,2012,Valongo,246,5,8,304,317,2.0,Porto 2012- vítimas a 30 dias.pdf
Porto,2012,Vila do Conde,230,3,6,307,316,1.3,Porto 2012- vítimas a 30 dias.pdf
Porto,2012,Vila Nova de Gaia,696,15,37,817,869,2.2,Porto 2012- vítimas a 30 dias.pdf
Santarém,2012,Abrantes,122,3,10,151,164,2.5,Santarém 2012- vítimas a 30 dias.pdf
Santarém,2012,Alcanena,48,3,5,78,86,6.3,Santarém 2012- vítimas a 30 dias.pdf
Santarém,2012,Almeirim,71,2,7,87,96,2.8,Santarém 2012- vítimas a 30 dias.pdf
Santarém,2012,Alpiarça,18,2,4,22,28,11.1,Santarém 2012- vítimas a 30 dias.pdf
Santarém,2012,Benavente,101,2,10,119,131,2.0,Santarém 2012- vítimas a 30 dias.pdf
Santarém,2012,Cartaxo,79,2,5,100,107,2.5,Santarém 2012- vítimas a 30 dias.pdf
Santarém,2012,Chamusca,47,3,3,51,57,6.4,Santarém 2012- vítimas a 30 dias.pdf
Santarém,2012,Constância,15,0,0,17,17,0.0,Santarém 2012- vítimas a 30 dias.pdf
Santarém,2012,Coruche,54,5,8,57,70,9.3,Santarém 2012- vítimas a 30 dias.pdf
Santarém,2012,Entroncamento,27,1,3,40,44,3.7,Santarém 2012- vítimas a 30 dias.pdf
Santarém,2012,Ferreira do Zêzere,28,0,3,36,39,0.0,Santarém 2012- vítimas a 30 dias.pdf
Santarém,2012,Golegã,16,2,2,21,25,12.5,Santarém 2012- vítimas a 30 dias.pdf
Santarém,2012,Mação,19,0,4,23,27,0.0,Santarém 2012- vítimas a 30 dias.pdf
Santarém,2012,Ourem,183,8,31,203,242,4.4,Santarém 2012- vítimas a 30 dias.pdf
Santarém,2012,Rio Maior,100,5,11,114,130,5.0,Santarém 2012- vítimas a 30 dias.pdf
Santarém,2012,Salvaterra Magos,74,6,12,85,103,8.1,Santarém 2012- vítimas a 30 dias.pdf
Santarém,2012,Santarém,197,4,17,254,275,2.0,Santarém 2012- vítimas a 30 dias.pdf
Santarém,2012,Sardoal,9,0,1,10,11,0.0,Santarém 2012- vítimas a 30 dias.pdf
Santarém,2012,Tomar,154,5,9,181,195,3.2,Santarém 2012- vítimas a 30 dias.pdf
Santarém,2012,Torres Novas,111,3,7,140,150,2.7,Santarém 2012- vítimas a 30 dias.pdf
Santarém,2012,V. Nova Barquinha,27,0,2,40,42,0.0,Santarém 2012- vítimas a 30 dias.pdf
Setúbal,2012,Alcácer do Sal,80,7,9,101,117,8.8,Setúbal 2012- vítimas a 30 dias.pdf
Setúbal,2012,Alcochete,42,0,3,53,56,0.0,Setúbal 2012- vítimas a 30 dias.pdf
Setúbal,2012,Almada,334,6,17,430,453,1.8,Setúbal 2012- vítimas a 30 dias.pdf
